,NASDX_ROI,IVV_ROI,VFIAX_ROI,VTSAX_ROI,QQQ_ROI,SWPPX_ROI,SWTSX_ROI,FXAIX_ROI,VUG_ROI,DIA_ROI,SPY_ROI,VOO_ROI,VTWO_ROI
0,0.2672136290272649,0.3329798827957787,0.4007376540665227,0.4210706725281417,0.3184877525944381,0.3684980786941948,0.5089932540154459,0.3859726831557853,0.29336188082096754,0.18569516002968306,0.4241275540284447,0.3565316227104409,0.9531691137532217
